,Sexo,¿Qué edad tienes?,¿Cuál es tu facultad?,¿En que curso te encuentras?,"Aproximadamente, ¿cuántas horas utilizas el móvil al día?",¿Qué actividad sueles realizar cuando utilizas el móvil?,¿Cuánto tiempo pasas en promedio al día en las redes sociales?,¿Cuál es la red social que más utilizas?,"La Red Social que has marcado en la pregunta anterior, ¿es tu favorita?",¿Con qué frecuencia sientes que las redes sociales te hacen estar perdiendo el tiempo?,"Cuando no tienes un buen día, ¿buscas ayuda o apoyo en las redes sociales?","Si tuvieras que relacionarte con una persona por primera vez, ¿Qué opción te resultaría más cómoda?",¿Has tomado alguna medida para limitar el consumo de las redes sociales?,¿Has experimentado alguna vez sentimientos de FOMO (miedo a perderse algo) al ver las publicaciones de otras personas en redes sociales?,¿Crees que serías capaz de permanecer sin redes sociales durante una semana?,"Cuando estás con tus familiares, amigos o pareja, ¿utilizas el móvil?",¿Crees que tu autoestima se ve afectada por lo que ves en las redes sociales?,¿Consideras que tienes adicción a las redes sociales?,¿Cual es la red social en la que tienes más seguidores?,"Y en esta red social, ¿Cuántos tienes?","En la red social que más seguidores tengas, ¿tu perfil es público o privado?",¿Cada cuánto sueles publicar contenido en tus redes sociales?,¿Qué importancia le otorgas a mantener tu perfil de redes sociales impecable para causar una buena primera impresión cuando alguien visita tu perfil?,"Cuando subes una publicación, ¿te suele preocupar la cantidad de visualizaciones o likes que pueda tener?",¿Alguna vez has subido alguna foto haciendo ver que lo pasabas bien pero realmente no era así?,"Cuando subes alguna foto, ¿utilizas herramientas de edición así como photoshop, filtros, etc?","En redes como Instagram, TikTok u otras, ¿tienes más de una cuenta?","Cuando subes contenido a las redes sociales, ¿lo haces con finalidad de que te guste a ti, por ejemplo, para tener un recuerdo de tus vivencias o lo haces pensando en como puede gustarle a tus seguidores?"
,Mujer,Entre 17 - 20 años,Facultad de Psicología,Primero,Entre 5h - 7h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 3h - 5h,YouTube,No,Frecuentemente,De vez en cuando,"En persona, cara a cara",Sí,No,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,A veces,Algo,Instagram,Menos de 300,Privado,Muy ocasionalmente,No me importa,Le doy importancia y me siento mejor como más tengo,No,No,No,"Cuando subo contenido, pienso en como los demás van a recibir la publicación y la adapto según se requiere"
,Mujer,Entre 21 - 24 años,Facultad de Psicología,Segundo,Entre 5h - 7h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...), Lectura de libros o artículos, Fines académicos",Entre 5h - 7h,Instagram,Sí,De vez en cuando,Nunca,"En persona, cara a cara",No,No,"No, no lo llevaría bíen",Lo utilizo cuando me apetece,Casi nunca,Un poco,Instagram ,Entre 300 y 500,Privado,Cada par de días,Me importa,Lo miro por curiosidad pero no le doy importancia,No,No,"Si, tengo 2 cuentas","Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Mujer,Entre 17 - 20 años,Facultad de Psicología,Segundo,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...)",Entre 1h 30' - 3h,TikTok,Sí,Frecuentemente,De vez en cuando,Por mensajería móvil,No,Sí,"No, no lo llevaría bíen",Me intento esforzar para mirarlo menos,Casi siempre,Un poco,Instagram,Entre 500 y 1000,Privado,Mensualmente,Me importa,Lo miro por curiosidad pero no le doy importancia,Sí,No,"Si, tengo 2 cuentas","Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Mujer,Entre 17 - 20 años,Facultad de Psicología,Segundo,Entre 5h - 7h,"Redes Sociales (Instagram, TikTok, Facebook...), Lectura de libros o artículos, Fotografía o edición de Imagenes",Entre 1h 30' - 3h,TikTok,Sí,De vez en cuando,Frecuentemente,Por mensajería móvil,No,Sí,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,A veces,Un poco,Instagram,Entre 500 y 1000,Privado,Mensualmente,Me importa,Lo miro por curiosidad pero no le doy importancia,No,No,"Si, tengo 2 cuentas","Cuando subo contenido, pienso en como los demás van a recibir la publicación y la adapto según se requiere"
,Mujer,Entre 17 - 20 años,Facultad de Psicología,Segundo,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 3h - 5h,TikTok,Sí,De vez en cuando,De vez en cuando,"En persona, cara a cara",No,Sí,"Sí, sin ningún problema",Lo utilizo cuando me apetece,A veces,Un poco,Instagram ,Entre 300 y 500,Privado,Muy ocasionalmente,Me importa,"No me preocupa, ni lo miro",No,Sí,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 17 - 20 años,Facultad de Psicología,Segundo,Entre1h 30' - 3h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...), Fines académicos, Otro",Entre 0h - 1h 30',YouTube,Sí,De vez en cuando,Pocas veces,"En persona, cara a cara",Sí,Sí,"Sí, pero me costaría",Lo utilizo muy poco y no hago esfuerzo consciente,A veces,Un poco,Instagram,Entre 500 y 1000,Privado,Muy ocasionalmente,Me importa,Lo miro por curiosidad pero no le doy importancia,No,No,"Si, tengo 2 cuentas","Cuando subo contenido, pienso en como los demás van a recibir la publicación y la adapto según se requiere"
,Mujer,Entre 17 - 20 años,Facultad de Psicología,Segundo,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 1h 30' - 3h,TikTok,No,Frecuentemente,Pocas veces,Por mensajería móvil,Sí,Sí,"Sí, sin ningún problema",Lo utilizo muy poco y no hago esfuerzo consciente,Casi nunca,Un poco,Instagram,Entre 1000 y 2000,Privado,Semanalmente,No me importa,Lo miro por curiosidad pero no le doy importancia,No,No,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Mujer,Entre 21 - 24 años,Facultad de Psicología,Segundo,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...)",Entre 1h 30' - 3h,TikTok,Sí,Frecuentemente,Pocas veces,"En persona, cara a cara",Sí,No,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,Casi nunca,Un poco,Instagram,Entre 1000 y 2000,Privado,Muy ocasionalmente,No me importa,Lo miro por curiosidad pero no le doy importancia,No,Sí,"Si, tengo 2 cuentas","Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Mujer,Entre 17 - 20 años,Facultad de Psicología,Segundo,Entre 5h - 7h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...), Fines académicos",Entre 3h - 5h,Instagram,Sí,Frecuentemente,Nunca,"En persona, cara a cara",Sí,No,"Sí, pero me costaría",Lo utilizo muy poco y no hago esfuerzo consciente,Casi nunca,Un poco,Instagram,Entre 500 y 1000,Privado,Muy ocasionalmente,Me importa,Lo miro por curiosidad pero no le doy importancia,Sí,No,"Si, tengo 2 cuentas","Cuando subo contenido, pienso en como los demás van a recibir la publicación y la adapto según se requiere"
,Hombre,Entre 17 - 20 años,Facultad de Psicología,Segundo,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 0h - 1h 30',YouTube,Sí,Frecuentemente,Nunca,"En persona, cara a cara",No,No,"Sí, pero me costaría",Lo utilizo muy poco y no hago esfuerzo consciente,Nunca,Un poco,Instagram,Entre 500 y 1000,Público,Muy ocasionalmente,No me importa,Lo miro por curiosidad pero no le doy importancia,No,No,"Si, tengo 2 cuentas","Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Mujer,Entre 17 - 20 años,Facultad de Psicología,Segundo,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...), Fines académicos",Entre 3h - 5h,Instagram,No,Frecuentemente,De vez en cuando,"En persona, cara a cara",Sí,No,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,A veces,Un poco,Instagram,Entre 1000 y 2000,Privado,Mensualmente,No me importa,Lo miro por curiosidad pero no le doy importancia,No,No,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 21 - 24 años,Facultad de Turismo,Segundo,Entre 5h - 7h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...), Videojuegos, Lectura de libros o artículos",Entre 3h - 5h,Instagram,Sí,De vez en cuando,De vez en cuando,Llamada telefónica,No,Sí,"No, no lo llevaría bíen",Lo utilizo cuando me apetece,Casi nunca,Un poco,Instagram,Entre 1000 y 2000,Público,Mensualmente,Me importa mucho,Lo miro por curiosidad pero no le doy importancia,Sí,No,"Si, tengo 2 cuentas","Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 21 - 24 años,Facultad de Turismo,Tercero,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...)",Entre 1h 30' - 3h,TikTok,Sí,Pocas veces,Nunca,"En persona, cara a cara",No,No,"Sí, pero me costaría",Lo utilizo cuando me apetece,Casi nunca,Un poco,Instagram,Entre 500 y 1000,Privado,Muy ocasionalmente,No me importa,"No me preocupa, ni lo miro",No,No,No,"Cuando subo contenido, pienso en como los demás van a recibir la publicación y la adapto según se requiere"
,Mujer,Entre 25 - 28 años,Facultad de Turismo,Sexto,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 1h 30' - 3h,Instagram,Sí,Frecuentemente,De vez en cuando,Por mensajería móvil,Sí,Sí,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,Casi siempre,Algo,Instagram,Más de 3000,Privado,Mensualmente,Me importa,Lo miro por curiosidad pero no le doy importancia,Sí,Sí,"Si, tengo 2 cuentas","Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Mujer,Entre 21 - 24 años,Facultad de Turismo,Cuarto,Entre1h 30' - 3h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...), Fotografía o edición de Imagenes, Fines académicos",Entre 0h - 1h 30',TikTok,Sí,Frecuentemente,De vez en cuando,"En persona, cara a cara",Sí,No,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,A veces,Algo,X,Menos de 300,Privado,Muy ocasionalmente,Me importa,Lo miro por curiosidad pero no le doy importancia,No,No,"Si, tengo 2 cuentas","Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 21 - 24 años,Facultad de Turismo,Cuarto,Entre1h 30' - 3h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...), Fines académicos",Entre 0h - 1h 30',X (Twitter),Sí,Frecuentemente,Nunca,"En persona, cara a cara",No,Sí,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,Casi nunca,Un poco,X,Entre 300 y 500,Público,Semanalmente,No me importa,Lo miro por curiosidad pero no le doy importancia,No,No,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 21 - 24 años,Facultad de Turismo,Tercero,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 1h 30' - 3h,YouTube,Sí,De vez en cuando,Pocas veces,Por mensajería móvil,No,No,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,Casi nunca,Un poco,Instagram,Más de 3000,Público,Mensualmente,Me importa mucho,Lo miro por curiosidad pero no le doy importancia,Sí,Sí,"Si, tengo 2 cuentas","Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Mujer,Entre 17 - 20 años,Facultad de Turismo,Primero,Entre 5h - 7h,"Redes Sociales (Instagram, TikTok, Facebook...)",Entre 3h - 5h,TikTok,Sí,De vez en cuando,Pocas veces,Por mensajería móvil,No,Sí,"No, lo pasaría realmente mal",Lo utilizo cuando me apetece,A veces,Algo,Instagram,Entre 1000 y 2000,Público,Mensualmente,Me importa mucho,Le doy importancia y me siento mejor como más tengo,Sí,Sí,"Si, tengo 2 cuentas","Cuando subo contenido, pienso en como los demás van a recibir la publicación y la adapto según se requiere"
,Hombre,Entre 21 - 24 años,Facultad de Turismo,Segundo,Entre1h 30' - 3h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 1h 30' - 3h,Instagram,Sí,Frecuentemente,Pocas veces,"En persona, cara a cara",No,No,"Sí, pero me costaría",Lo utilizo muy poco y no hago esfuerzo consciente,Casi nunca,Un poco,Instagram,Entre 300 y 500,Privado,Muy ocasionalmente,Me importa,Lo miro por curiosidad pero no le doy importancia,No,No,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 25 - 28 años,Facultad de Turismo,Tercero,Entre1h 30' - 3h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...), Fines académicos",Entre 0h - 1h 30',Aplicaciones de citas (Tinder u otras),No,De vez en cuando,Nunca,Por mensajería móvil,No,Sí,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,A veces,Algo,Tinder,Entre 1000 y 2000,Público,Semanalmente,Me importa,"No me preocupa, ni lo miro",Sí,Sí,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 21 - 24 años,Facultad de Turismo,Tercero,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 1h 30' - 3h,Instagram,Sí,De vez en cuando,Nunca,"En persona, cara a cara",Sí,No,"Sí, sin ningún problema",Lo utilizo muy poco y no hago esfuerzo consciente,Casi nunca,Un poco,Instagram,Menos de 300,Privado,Nunca,No me importa,"No me preocupa, ni lo miro",No,No,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 25 - 28 años,Facultad de Turismo,Cuarto,Entre 5h - 7h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...), Videojuegos",Entre 3h - 5h,Instagram,Sí,De vez en cuando,De vez en cuando,"En persona, cara a cara",No,Sí,"Sí, pero me costaría",Lo utilizo cuando me apetece,A veces,Un poco,Instagram,Entre 1000 y 2000,Público,Semanalmente,Me importa,Le doy importancia y me siento mejor como más tengo,Sí,Sí,"Si, tengo 2 cuentas","Cuando subo contenido, pienso en como los demás van a recibir la publicación y la adapto según se requiere"
,Hombre,Entre 25 - 28 años,Facultad de Turismo,Quinto,Entre 0h - 1h 30',Videojuegos,Entre 0h - 1h 30',X (Twitter),No,Nunca,Nunca,"En persona, cara a cara",No,No,"Sí, sin ningún problema",Lo utilizo muy poco y no hago esfuerzo consciente,Nunca,Nada,Instagram,Menos de 300,Privado,Nunca,No me importa,"No me preocupa, ni lo miro",No,No,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 17 - 20 años,Facultad de Turismo,Primero,Entre 5h - 7h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 1h 30' - 3h,TikTok,Sí,De vez en cuando,De vez en cuando,"En persona, cara a cara",No,No,"Sí, sin ningún problema",Lo utilizo cuando me apetece,A veces,Un poco,Instagram,Entre 500 y 1000,Público,Muy ocasionalmente,No me importa,Lo miro por curiosidad pero no le doy importancia,No,No,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 21 - 24 años,Facultad de Turismo,Tercero,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...), Videojuegos",Entre 1h 30' - 3h,Instagram,Sí,Nunca,Pocas veces,"En persona, cara a cara",Sí,Sí,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,Casi nunca,Un poco,Instagram,Entre 500 y 1000,Privado,Mensualmente,Me importa,Lo miro por curiosidad pero no le doy importancia,No,Sí,"Si, tengo 2 cuentas","Cuando subo contenido, pienso en como los demás van a recibir la publicación y la adapto según se requiere"
,Hombre,Entre 17 - 20 años,Facultad de Turismo,Segundo,Entre1h 30' - 3h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 1h 30' - 3h,TikTok,No,De vez en cuando,De vez en cuando,"En persona, cara a cara",Sí,No,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,Casi nunca,Un poco,Instagram,Entre 300 y 500,Privado,Muy ocasionalmente,Me importa,Lo miro por curiosidad pero no le doy importancia,No,Sí,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 21 - 24 años,Facultad de Turismo,Tercero,Más de 7h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...), Videojuegos",Entre 5h - 7h,TikTok,Sí,De vez en cuando,Frecuentemente,Llamada telefónica,Sí,Sí,"No, lo pasaría realmente mal",Lo utilizo como si no estuviesen,Casi siempre,Algo,Instagram,Entre 2000 y 3000,Público,Cada par de días,Me importa mucho,Le doy importancia y me siento mejor como más tengo,Sí,Sí,"Si, tengo 2 cuentas","Cuando subo contenido, pienso en como los demás van a recibir la publicación y la adapto según se requiere"
,Hombre,Entre 17 - 20 años,Facultad de Turismo,Segundo,Entre 3h - 5h,"Mensajería (WhatsApp, Telegram...), Lectura de libros o artículos, Fines académicos",Entre 0h - 1h 30',YouTube,Sí,Pocas veces,Nunca,"En persona, cara a cara",No,No,"Sí, pero me costaría",Lo utilizo cuando me apetece,Nunca,Nada,Instagram,Menos de 300,Privado,Nunca,No me importa,"No me preocupa, ni lo miro",No,No,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Mujer,Entre 21 - 24 años,Facultad de Turismo,Tercero,Entre 5h - 7h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 3h - 5h,Instagram,Sí,Frecuentemente,De vez en cuando,Por mensajería móvil,Sí,Sí,"No, no lo llevaría bíen",Lo utilizo como si no estuviesen,A veces,Algo,Instagram,Entre 1000 y 2000,Público,Cada par de días,Me importa mucho,Le doy importancia y me siento mejor como más tengo,Sí,Sí,"Si, tengo 3 cuentas","Cuando subo contenido, pienso en como los demás van a recibir la publicación y la adapto según se requiere"
,Hombre,Entre 17 - 20 años,Facultad de Turismo,Segundo,Entre1h 30' - 3h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 0h - 1h 30',Instagram,Sí,Pocas veces,Pocas veces,"En persona, cara a cara",Sí,Sí,"Sí, pero me costaría",Lo utilizo muy poco y no hago esfuerzo consciente,Casi nunca,Un poco,Instagram,Entre 500 y 1000,Público,Muy ocasionalmente,Me importa,Lo miro por curiosidad pero no le doy importancia,No,Sí,No,"Cuando subo contenido, pienso en como los demás van a recibir la publicación y la adapto según se requiere"
,Hombre,Entre 21 - 24 años,Facultad de Turismo,Tercero,Entre1h 30' - 3h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 0h - 1h 30',YouTube,Sí,De vez en cuando,De vez en cuando,"En persona, cara a cara",Sí,No,"Sí, pero me costaría",Lo utilizo cuando me apetece,Casi nunca,Un poco,Instagram,Entre 300 y 500,Privado,Muy ocasionalmente,No me importa,"No me preocupa, ni lo miro",No,No,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 17 - 20 años,Facultad de Turismo,Segundo,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 1h 30' - 3h,Instagram,Sí,Pocas veces,Pocas veces,"En persona, cara a cara",No,No,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,Casi nunca,Un poco,Instagram,Entre 500 y 1000,Privado,Muy ocasionalmente,No me importa,Lo miro por curiosidad pero no le doy importancia,No,Sí,"Si, tengo 2 cuentas","Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 17 - 20 años,Facultad de Turismo,Primero,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...), Mensajería (WhatsApp, Telegram...)",Entre 0h - 1h 30',TikTok,No,Pocas veces,Pocas veces,"En persona, cara a cara",Sí,Sí,"No, no lo llevaría bíen",Me intento esforzar para mirarlo menos,Casi nunca,Un poco,Instagram,Entre 500 y 1000,Público,Mensualmente,Me importa,Lo miro por curiosidad pero no le doy importancia,Sí,Sí,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Hombre,Entre 17 - 20 años,Facultad de Turismo,Primero,Entre 5h - 7h,"Redes Sociales (Instagram, TikTok, Facebook...), Lectura de libros o artículos, Fines académicos",Entre 1h 30' - 3h,X (Twitter),No,De vez en cuando,De vez en cuando,"En persona, cara a cara",Sí,No,"No, no lo llevaría bíen",Lo utilizo muy poco y no hago esfuerzo consciente,Casi nunca,Un poco,Instagram,Entre 300 y 500,Privado,Mensualmente,Me importa,Lo miro por curiosidad pero no le doy importancia,No,Sí,No,"Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Mujer,Entre 17 - 20 años,Facultad de Turismo,Primero,Entre 3h - 5h,"Redes Sociales (Instagram, TikTok, Facebook...)",Entre 3h - 5h,TikTok,Sí,De vez en cuando,Pocas veces,Por mensajería móvil,Sí,Sí,"Sí, pero me costaría",Me intento esforzar para mirarlo menos,Casi nunca,Algo,Instagram,Entre 1000 y 2000,Privado,Mensualmente,No me importa,Lo miro por curiosidad pero no le doy importancia,No,No,"Si, tengo 2 cuentas","Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
,Mujer,Entre 17 - 20 años,Facultad de Turismo,Primero,Entre1h 30' - 3h,"Redes Sociales (Instagram, TikTok, Facebook...)",Entre 1h 30' - 3h,TikTok,Sí,De vez en cuando,Pocas veces,"En persona, cara a cara",Sí,Sí,"Sí, sin ningún problema",Lo utilizo cuando me apetece,Casi siempre,Algo,Instagram,Entre 500 y 1000,Privado,Muy ocasionalmente,No me importa,Lo miro por curiosidad pero no le doy importancia,No,No,"Si, tengo 2 cuentas","Cuando subo contenido, el objetivo es que me guste a mí sin pensar en los demás"
